ກະຕ້ຽວ,loincloth,ká tiav,n
ກະຕ້ຽວ,sanitary,ká tiav,n
ກະຕ້ຽວ,napkin,ká tiav,n
ກະຖາ,text,ká tha,n
ກະຖາ,word,ká tha,n
ກະຖາ,maxim,ká tha,n
ກະຖາ,spell,ká tha,n
ກະຖາ,amulet,ká tha,n
ກະຖາ,story,ká tha,n
ກະຖາ,tale,ká tha,n
ກະຖາສົລເຄາະ,text,ka tha sot la kor,n
ກະຖາສົລເຄາະ,word,ka tha sot la kor,n
ກະຖາສົລເຄາະ,maxim,ka tha sot la kor,n
ກະຖາສົລເຄາະ,spell,ka tha sot la kor,n
ກະຖາສົລເຄາະ,amulet,ka tha sot la kor,n
ກະຖາສົລເຄາະ,story,ka tha sot la kor,n
ກະຖາເທດສະນາ,orginal sermon,ka tha that sa na,n
ກະຖາສຣິຕສາຄອນ,collection of legends,ka tha sa ti sa khon,n
ກະຖາບົດ,text of a story,ka tha bot,n
ກະຖາພັນ,story,ka tha phan,n
ກະຖາພັນ,romance,ka tha phan,n
ກະຖາພັນ,recitation,ka tha phan,n
ກະຖາມຸກ,introduction to a book,ka tha muk,n
ກະຖາຣາມ,collection of legends,ka tha ram,n
ກະຖາຣົມ,prologue,ka tha rom,n
ກະຖິກ,orator,ká thik,n
ກະຖຶກ,orator,ká thun,n
ກະຖຶກ,speaker,ká thun,n
ກະຖັງ,flower pot,ká thang,n
ກະຖັງດອກໄມ້,flower pot,ka thang dok dai,n
ກະຖິນ,the yellow robe of bonzes,ka thin,n
ກະຖິນ,tree of the acacia family,ka thin,n
ກະຖິນທານ,the offering of,ka thin than,n
ກະຖິນ ກະຖິນ,to the bonzes,ka thin ka thin,v
ກະຖິນທອດກະຖິນ,offer or deliver,ka thin thod ka thin,v
ກະຖິນຮັບກະຖິນ,receive,ka thin hap ka thin,v
ກະຖຸນ,slingshot,ká thoun,v
ກະຖຸນ,catapult,ká thoun,v
ກະໂຖ,spittoon,ká tho,v
ກະໂຖ,cuspidor,ká tho,v
ກະຖຽນ,a wading bird,ka thian,n
ກະຖີບ,suspended trap for small animals,ká thib,v
ກະທະ,a large cooking pot,ká tha,v
ກະທາ,partridge,ká tha,v
ກະທູ້,subject,ká thu,v
ກະທູ້,principle,ká thu,v
ກະທູ້,question,ká thu,v
ກະທິ,sweet juice from northern coconut,ka thi,n
ກະທິຫມາກພ້າວ,Coconut cream,ká ti muk pao,v
ກະທື,plant of the saffron family,ka theu,n
ກະທໍ່່,cylindrical pannier of bamboo,ká thor,v
ກະໄທ,a male (rare usage),ka thai,n
ກະທຳ,do,ká tham,v
ກະທຳ,make,ká tham,v
ກະທຳ,act,ká tham,v
ກະທຳ,perform,ká tham,v
ກະທຳ,implement,ká tham,v
ກະທຳການທົດລອງ,experience,ka tham kan thot long,v
ກະທຳການທົດລອງ,test,ka tham kan thot long,v
ກະທຳການທົດລອງ,try,ka tham kan thot long,v
ກະທຳການຮ່ວມກັນ,work together,ka tham kan hum meu,v
ກະທຳຕາມ,follow,ka tham tam,v
ກະທຳຕາມຂອບອຳນາດ,act within the scope of one’s authority,ka tham tam khob am nat,v
ກະທຳຕາມຫນ້າທີ່,do one’s duty,ka tham tam na thi,v
ກະທຳຕາມຫນ້າທີ່,act in accordance with one’s duty,ka tham tam na thi,v
ກະທຳຕາມອຳເພີໃຈ,do as one please,ka tham tam am pher chay,v
ກະທຳຜິດກົດຫມາຍ,violate the law,ka tham fit kot mai,v
ກະທຳຫນ້າທີ,do one’s job,ka tham na thi,v
ກະທຳອັດຕະວິນິບາດ,commit suicide,ka tham at ta vi ni bat,v
ກະທຳອັດຕະວິບາດ,commit suicide,ka tham at ta vi bat,v
ກະແທກ,throw forcefully against an object,ká thek,v
ກະແທກ,bump,ká thek,v
ກະແທກ,knock,ká thek,v
ກະທັງ,hardwood tree,ka thang,n
ກະທັ່ງ,until,ká thung,v
ກະທ້າງ,large forest dwelling lizard,ká thang,v
ກະທ້າງ,with black ruff,ká thang,v
ກະທິງ,wild ox,ká thung,v
ກະທຸງ,pelican,ka thung,n
ກະທົງ,square container made of banana leaves holding an offering,ká thong,n
ກະທົງຫນ້າງົວ,triangular container made of banana leaves holding offering to the head,ka thong na nyao,n
ກະເທີຍ,gay,ká thaiy,n
ກະທ້ວຍ,buttocks,ka thuay,n
ກະທາດ,a spiny vine,ka that,n
ກະທາດ,growing in clearing or brush,ka that,n
ກະທາດເລືອດ,climbing plant,ka that leaut,n
ກະທາດເລືອດ,tuber used for dye,ka that leaut,n
ກະທອດ,roof beam,ka thot,n
ກະທັນ,jujube,ká thun,n
ກະທັນຫັນ,suddently,ká thun hun,v
ກະທັນຫັນ,precipitously,ká thun hun,v
ກະທັນຫັນ,immediately,ká thun hun,v
ກະເທີນ,average,ká thern,v
ກະເທີນ,midiocre,ká thern,v
ກະທົບ,clash,ká thop,v
ກະທົບ,dispute,ká thop,v
ກະທົບ,collide,ká thop,v
ກະທົບ,hit againt,ká thop,v
ກະທົບກະເທືອນ,injure indirectly through someone else,ka thop ka theun,v
ກະທືບ,stamp one’s foot,ka theup,v
ກະທົ່ມ,a flowering plant growing in-clearings,ka thom,n
ກະທ່ອມ,hut,ka thom,n
ກະທ່ອມ,cabin,ka thom,n
ກະທ່ອມ,cottage,ka thom,n
ກະທ່ອມເລືອດ,plant of the saffron family,ka thom leut,n
ກະທຽມ,a plant of the garlic family,ka thiam,n
ກະທຽມດອງ,garlic shredded into sauce,ka thiam dong,n
ກະທຽມດິບ,green garlic,ka tiam dip,n
ກະແທວ,vince,ka thaeiv,n
ກະທຽວ,a large,ka thiav,n
ກະທຽວ,woven bamboo basket for carrying large objects,ka thiav,n
ກະໄນ່,a reddish animal of the squirrel family,ka nay,n
ກະນອງ,cannon,ka nong,n
ກະນ່ອງ,Achilles tendon,ka nong,n
ກະນ່ອງມ້າ,aquatic vegetable with leaves resembling horse-shoes,ka nong ma,n
ກະນິດຖະພາຄິນີ,younger sister (royal language),ka nit tha pha ki ni,n
ກະນິດຖະພາຕາ,younger brother (royal language),ka nit tha pha ta,n
ກະນິດຖາ,little finger,ka nit tha,n
ກະນິດຖາ,younger sister or brother (royal language),ka nit tha,n
ກະນານ,shell of coconut or other fruit,ka nan,n
ກະນູນ,a type of dragonfly,ka nun,n
ກະໂນນ,buttocks,ka non,n
ກະໂນນ,croup,ka non,n
ກະນວນ,fuze,ka nuan,n
ກະບະ,Trail,ká ba,v
ກະບະ,pickup,ká ba,v
ກະບາ,a nocturnal bird of the owl family,ka ba,n
ກະບາສາ,snake,ka ba sa,n
ກະບານ້ຳ,a short,ka ba nam,n
ກະບານ້ຳ,thick venomous snake with black stripes,ka ba nam,n
ກະບາຫາງຍາວ,a brown viper with long tail,ka ba hang nyao,n
ກະບາແຫ້ມ,venomous snake,ka ba haem,n
ກະບິ,odorous contaminants in water,ka bi,n
ກະບີ້,Bayonet,ká bi,v
ກະບື,Buffalo,ká ber,n
ກະບື,carabao Pannier (for paddy),ká ber,n
ກະໂບ,tree whose bark is used medicinally,ka bo,n
ກະບໍ່,hardwood tree,ka bor,n
ກະເບື້ອ,general term for butterly and moth,ka beu,n
ກະບົວ,medicinal bush,ka bua,n
ກະເບົາ,vine used for dye,ka bao,n
ກະບັກກະບວນ,meritoriously,ka bak ka buan,adv
ກະບັກກະບວນ,carefully,ka bak ka buan,adv
ກະບັກກະບວນ,seriously,ka bak ka buan,adv
ກະບາກ,tree,ka bak,n
ກະບຸກ,plant with irritant,ka buk,n
ກະໂບກ,hollow bamboo section used as a containers for liquids,ka bok,n
ກະບົກ,large tree with hard-shelled edible nuts,ka bok,n
ກະບອກ,xylinder,ka bok,n
ກະບອກສຽງ,speaking trumpet,ka bok sieng,n
ກະບອກສຽງ,megaphone,ka bok sieng,n
ກະບອກຕາ,eye socket,ka bok ta,n
ກະບັງ,shelter,ka bang,n
ກະບັ້ງ,cylinder,ka bang,n
ກະບຸງ,Pannier (for paddy),ká bung,v
ກະບົດ,Rebel,ká bod,v
ກະບົດ,to revolt,ká bod,v
ກະບອກປືນ,Gun tube,ká bok,v
ກະໂບງຫົວ,skull,ka bong hau,n
ກະໂບງຫົວ,head,ka bong hau,n
ກະບອງ,Torch,ká bong,v
ກະບ່ອງກະແບ່ງ,with small holes scatted randomly,ka bong ka baeng,adv
ກະເບື້ອງ,roof tile,ka beuang,n
ກະເບື້ອງເດືອນ,glazed tile,ka bueang deuan,n
ກະບວຍ,Coconut shell cup,ká bouy,v
ກະບັດ,cheat,ka bat,v
ກະບັດ,deceive,ka bat,v
ກະບັດ,trick,ka bat,v
ກະບາດ,me (humble form),ka bat,pron
ກະບາດນັບ,abacus,ka bat nap,n
ກະບົດ,disloyalty,ka bot,n
ກະບານ,earthware bowl,ka ban,n
ກະບິນ,rule,ka bin,n
ກະບິນ,principle,ka bin,n
ກະບິນເມືອງ,regulation of city or country,ka bin meaung,n
ກະບິນລະພັດ,the city where the Buddha was born,ka bin la phat,n
ກະບູນ,gastrointestinal,ka bun,n
ກະເບນ,tail of the sampot,ka ben,n
ກະບຽນ,flat pannier of woven bamboo,ka bian,n
ກະບວນ,group,ka buan,n
ກະບວນ,party,ka buan,n
ກະບວນການສົ່ງເສີມສິນລະທັມ,moral,ka buan kan song serm si la tham,n
ກະບວນຄວາມ,procedur,ka buan khuam,n
ກະບວນນ້ອຍ,childish or timid behavior,ka buan noy,n
ກະບວນແຫ່,Procession,ká boun hae,v
ກະປິ,shrimp paste,ka pi,n
ກະເປ,a type of pannier,ka pae,n
ກະປຸກ,Pot,ká bpouk,v
ກະປູ,Crab,ká pu,v
ກະໂປະ,Coconut shell,ká bpo,v
ກະໂປງ,European skirt,ká bpong,v
ກະເປາະ,round straw pannier used for carrying earth or measuring rice,ka por,n
ກະປ່ອງ,Can,ká bpong,n
ກະປອມ,Lizard,ká bpem,n
ກະເປົາ,Pocket,ká bpow,v
ກະເປົາເງີ່ນ,Wallet,ká bpow gnern,v
ກະເປົາຖື,pocketbook,ka pao theu,n
ກະເປົາຖື,purse,ka pao theu,n
ກະປຸກ,small,ka phuk,n
ກະປຸກ,round,ka phuk,n
ກະປຸກ,small-mouted earthenware pot,ka phuk,n
ກະໂປກກະເປກ,testicle,ka phok ka phaek,n
ກະປິບ,large can for gasoline,ka phip,n
ກະປິບ,etc,ka phip,n
ກະປຸ່ມ,small woven pannier of bamboo with round holes at the bottom,ka pum,n
ກະປອມ,lizard,ka phom,n
ກະປອມຂາງ,a type of lizard with a black and red neck,ka phon kang,n
ກະປອມປີກ,a winged lizard,ka phom phik,n
ກະປອມປີກ,possibly,ka phom phik,n
ກະປອມໃຫມ່,a small lizard,ka phom mai,n
ກະປ່ອມ,resin-coated basket for water,ka phom,n
ກະຜຸກ,plant,ka phuk,n
ກະໂຜ້ງແກ້ມ,jowl,ka phng kaem,n
ກະຜື,fan,ka pheu,v
ກະຜື,beat the wings,ka pheu,v
ກະຜືປີກ,flap or beat the wings,ka pheu phik,v
ກະເພາະ,stomach,ka phor,n
ກະເພາະຍ່ຽວ,bladder,ka phor nyiev,n
ກະເພາະປະສາວະ,bladder,ka phor pha sa va,n
ກະເພາະອາຫານ,stomach,ka phor a han,n
ກະເພົາ,sweet basil,ka phao,n
ກະໂພກ,fiecraker,ka phok,n
ກະໂພກເຈັ້ຍ,Chinese firecraker,ka phok chiey,n
ກະໂພກບັ້ງ,fuse,ka phok bang,n
ກະໂພກນ້ຳ,water filled bomb,ká phok nam,n
ກະໂພກກົ້ນ,buttocks,ka phok kun,n
ກະພຸງ,large river fish of the perch family,ka phung,n
ກະແພງ,plant with a medicinal root,ka pheng,n
ກະພົງຂາວ,sea-bass,ka phong khao,n
ກະພົງແດງ,snapper,ka phong deng,n
ກະພົງແດງ,red perch,ka phong deng,n
ກະພວດກະພາດ,negligently,ka phua ka phat,adv
ກະພວດກະພາດ,carelessly,ka phua ka phat,adv
ກະພຸນ,jellyfish,ka phun,n
ກະພຸນ,stinging sea nettle,ka phun,n
ກະພຸນໄຟ,stinging jellyfish,ka phun fai,n
ກະພາບໆ,action similar to the beating of wings,ka phap phap,adv
ກະພູມມື,jion the the hands in salutation,ka phum meu,v
ກະມະ,overexcited,ka ma,adj
ກະມະລະ,heart,ka ma la,n
ກະມະລາດ,he who sits in the lotus flower (the Buddha),ka ma lat,n
ກະມະເລດ,royal lotus,ka ma laet,n
ກະມັງ,particle denoting uncertaining (spoken language only),ka mang,n
ກະໂມຍ,thief,ka moy,n
ກະມັນ,medium size,ka man,n
ກະມັນ,white,ka man,n
ກະມົນ,lotus,ka mon,n
ກະມົນລະໄນ,eyes beautiful as the lotus flower,ka mon la nai,n
ກະມົນລະເນດ,eyes beautiful as the lotus flower,ka mon la nat,n
ກະມົນລະວັນ,body of wter covered with lotus,ka mon la van,n
ກະໂມທ,the pelvic area,ka mom,n
ກະຢໍ່່່,a large Vietnamese roll similar to Chinese egg rolls,ka yor,n
ກະປັງ,a large pannier slung over the shoulder and attached to the waist,ka yang,n
ກະຢ່ອງ,a small cylindrical pannier of woven bamboo,ka yong,n
ກະຢ່ອງກະແຢ່ງ,tottering,ka yong ka yaeng,adj
ກະຣະກະດາ,the month of July,ka ra ka da,n
ກະຣະນີ,work or service to be done,ka ra ni,n
ກະຣະບູນ,camphor,ka ra bun,n
ກະຣິຍາ,verb,ka ri nya,n
ກະຣິຍາວິເສດ,adverb,ka ri ya vi saet,n
ກະຣິນີ,female elephant,ka ri ni,n
ກະຣີວອນ,eleplant that brings good luck,ka ri vone,n
ກະຣຸນາ,Kindly,ká ru la,v
ກະຣຸນາ,please,ká ru la,v
ກະຣົດ,Carrot,ká lod,n
ກະຣົດຊະກາຍ,the human body,ka rod za kai,n
ກະຣິນ,elephant,ka rin,n
ກະເຣັນ,the Karen people of Burma,ka ren,n
ກະລະມັງ,large metal bowl,ka la mang,n
ກະລະມັງ,enameled vase,ka la mang,n
ກະລະລະ,mud,ka la la,n
ກະລາ,woven bamboo mat,ka la,n
ກະລາການ້ຳ,bird of the kingfisher type(white ruff),ka la ka nam,n
ກະລາສີ,sailor,ka la si,n
ກະລາຫົວ,skull,ka la hua,n
ກະລາໂຫມ,mobilization point,ka la hom,n
ກະລີ,odd(not even),ka li,adj
ກະລີຍຸກ,time of troubles,ka li nyuk,n
ກະເລວະຣາກ,cadaver,ka lae va rak,n
ກະເລວະຣາກ,corpse,ka lae va rak,n
ກະໂລ້,wide-eyed,ka lo,adj
ກະໂລ້,pop-eyed,ka lo,adj
ກະເລີ່ກະລ່າ,awk-wardly,ka li ka la,adv
ກະເລົາ,tree with dark blue flowers,ka lao,n
ກະລາດຳ,African,ká la dam,v
ກະລາດຳ,Nogro,ká la dam,v
ກະລາຫົວ,Cranium,ká la hao,n
ກະລຳປີ,Cabbage,ká lum bpi,v
ກະໂຫລກ,Skull,ká lok,v
ກະລຳປີຂາວ,white cabbage,ka lam pi khao,n
ກະລຳປີດອກ,vegetable,ka lam pi dok,n
ກະລຳປີດອກ,the cauliflower,ka lam pi dok,n
ກະລຳປີແດງ,red cabbage,ka lam pi deng,n
ກະລຳພັກ,a hardwood tree the scented wood of which is used as medicine,ka lam phak,n
ກະໂລກກະເລກ,hurrying impolitely,ka lok ka lek,adv
ກະໂລກກະເລກ,glancing to front and rear often,ka lok ka lek,adv
ກະລົກກະລົນ,impolite,ka lok ka lon,adj
ກະລົກກະລົນ,hurried,ka lok ka lon,adj
ກະລິງຄະຣາດ,an ancient kingdom of India,ka ling kha rat,n
ກະໂລງ,a woven bamboo container resembling a pocket,ka long,n
ກະໂລ່ງ,wooden box,ka long,n
ກະໂລ່ງ,barrel,ka long,n
ກະເລີງ,a Lao tribe,ka lerng,n
ກະເລີງ,the Lao Song or Thai Kalerng,ka lerng,n
ກະລິດເຊ,photograph,ka lit se,n
ກະລີດ,unpolished,ka lit,adj
ກະລີດ,notclean,ka lit,adj
ກະລວດກະລາດ,rough,ka luat ka lat,adj
ກະລວດກະລາດ,unpolished,ka luat ka lat,adj
ກະເລັນ,a very small rodent,ka len,n
ກະລຶມ,rattan vine,ka leum,n
ກະລຸມ,a small woven pannier of bamboo,ka lum,n
ກະເລມ,a largecicada,ka lem,n
ກະລອມ,a large cylindrical woven bamboo pannier,ka lom,n
ກະວີ,thinker,ka vi,n
ກະວີ,author,ka vi,n
ກະວີສຸຕກະວີ,one who records thoughts of others,ka visuk ta ka vi,n
ກະວີອັດຖະກະວີ,materialist,ka vi at tha ka vi,n
ກະວີປະຕິພານະກະວີ,poet-orator,ka vi pha ti pha na ka vi,n
ກະວີນິພົນ,poem,ka vi ni phon,n
ກະວີນິພົນ,poetry,ka vi ni phon,n
ກະເວກະວາດ,wavering from side to side,ka ve ka vat,adj
ກະເວົາ,a kind of raven,ka vao,n
ກະໂວກກະເວກ,pitted,ka vok ka vek,adj
ກະໂວກກະເວກ,pocked,ka vok ka vek,adj
ກະໂວຍກະວາຍ,calling vociferously for help,ka voy ka vay,adj
ກະວີຈິນຕະກະວີ,romantic author,ka vi chin ta ka vi,n
ກະວານ,the cardamom plant,ka van,n
ກະວົນກະວາຍ,unsure,ka vpn ka vay,adj
ກະວົນກະວາຍ,unquiet,ka vpn ka vay,adj
ກະວົນກະວາຍ,restless,ka vpn ka vay,adj
ກະຫາປະນະ,a piece of mony,ka ha pha na,n
ກະຫາປະນະ,four baht of silver,ka ha pha na,n
